SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2286341,186361,Consumer loans,6615.54,34353,32445,3438,34353,SATURDAY,17,Y,1,0.104347311,,,XAP,Approved,-1964,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,6,high,POS mobile with interest,365243,-1929,-1779,-1779,-1774,0
1195244,159521,Consumer loans,10029.87,51907.5,49180.5,5193,51907.5,MONDAY,13,Y,1,0.104014807,,,XAP,Approved,-360,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,60,Connectivity,6,high,POS mobile with interest,365243,-329,-179,-239,-235,0
2422285,189225,Consumer loans,6844.095,49941,55215,0,49941,SUNDAY,15,Y,1,0,,,XAP,Approved,-208,Cash through the bank,XAP,Unaccompanied,Refreshed,Mobile,POS,XNA,Country-wide,40,Connectivity,12,high,POS mobile with interest,365243,-178,152,365243,365243,1
1824766,100891,Consumer loans,11236.86,106713,106713,0,106713,TUESDAY,14,Y,1,0,,,XAP,Approved,-1236,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,300,Furniture,10,low_action,POS industry without interest,365243,-1191,-921,-981,-972,0
1664400,263332,Consumer loans,8611.515,33120,33120,0,33120,MONDAY,10,Y,1,0,,,XAP,Approved,-512,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Regional / Local,10,Connectivity,4,low_action,POS mobile with interest,365243,-474,-384,-444,-431,0
1121583,267343,Consumer loans,3116.25,26995.5,26703,2700,26995.5,FRIDAY,11,Y,1,0.100008348,,,XAP,Approved,-2628,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,80,Connectivity,12,high,POS mobile with interest,365243,-2597,-2267,-2267,-2248,1
2385319,172504,Cash loans,4774.95,45000,45000,,45000,THURSDAY,16,Y,1,,,,XNA,Refused,-244,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,12,middle,Cash X-Sell: middle,,,,,,
2705087,346880,Cash loans,12213.36,202500,229230,,202500,WEDNESDAY,10,Y,1,,,,XNA,Approved,-271,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,24,low_normal,Cash X-Sell: low,365243,-240,450,365243,365243,0
2308826,192781,Revolving loans,38250,0,765000,,,THURSDAY,15,N,0,,,,XAP,Refused,-355,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),100,XNA,0,XNA,Card X-Sell,,,,,,
1110796,306713,Cash loans,22624.02,450000,501975,,450000,FRIDAY,9,Y,1,,,,XNA,Approved,-824,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),100,XNA,30,low_normal,Cash X-Sell: low,365243,-794,76,365243,365243,1
1789745,168774,Cash loans,35174.25,675000,675000,,675000,MONDAY,13,Y,1,,,,XNA,Refused,-574,XNA,HC,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,48,high,Cash X-Sell: high,,,,,,
1988036,206991,Revolving loans,,0,0,,,TUESDAY,9,Y,1,,,,XAP,Refused,-200,XNA,HC,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Card Street,,,,,,
1705302,371669,Cash loans,8675.955,45000,46485,,45000,TUESDAY,9,Y,1,,,,XNA,Approved,-602,XNA,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,6,middle,Cash X-Sell: middle,365243,-572,-422,-422,-415,1
2734454,393196,Consumer loans,29249.955,308056.5,308056.5,0,308056.5,FRIDAY,21,Y,1,0,,,XAP,Refused,-119,Cash through the bank,LIMIT,,Repeater,Education,POS,XNA,Country-wide,40,XNA,12,low_normal,POS industry with interest,,,,,,
1215148,366232,Cash loans,,0,0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-192,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1110800,198246,Cash loans,11661.48,99000,118363.5,,99000,THURSDAY,17,Y,1,,,,XNA,Approved,-533,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,low_normal,Cash X-Sell: low,365243,-503,-173,-203,-194,1
1898335,242641,Cash loans,21689.91,112500,116212.5,,112500,THURSDAY,16,Y,1,,,,XNA,Approved,-747,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,middle,Cash X-Sell: middle,365243,-717,-567,-717,-709,1
1823812,439842,Cash loans,,0,0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-385,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2514152,275073,Revolving loans,7875,225000,225000,,225000,THURSDAY,14,N,0,,,,XAP,Refused,-42,XNA,HC,Children,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),3,XNA,0,XNA,Card X-Sell,,,,,,
1409269,109680,Consumer loans,6833.97,56205,56205,0,56205,MONDAY,13,Y,1,0,,,XAP,Approved,-632,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Regional / Local,60,Consumer electronics,12,high,POS household with interest,365243,-600,-270,-510,-507,0
1030767,251705,Consumer loans,1391.58,15237,13711.5,1525.5,15237,SATURDAY,19,Y,1,0.109037749,,,XAP,Approved,-493,Non-cash from your account,XAP,,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,12,middle,POS mobile with interest,365243,-445,-115,-355,-352,0
1470564,227460,Consumer loans,,71505,71505,0,71505,FRIDAY,19,Y,1,0,,,XAP,Unused offer,-1711,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1962315,383828,Cash loans,,0,0,,,FRIDAY,15,Y,1,,,,XNA,Canceled,-372,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),2,XNA,,XNA,Cash,,,,,,
2607223,215888,Consumer loans,13065.66,151875,127345.5,36000,151875,TUESDAY,15,Y,1,0.240026647,,,XAP,Approved,-1462,Cash through the bank,XAP,Unaccompanied,New,Gardening,POS,XNA,Stone,35,Construction,12,middle,POS industry with interest,365243,-1431,-1101,-1101,-1093,0
1687663,120451,Consumer loans,6295.95,55431.9,55431.9,0,55431.9,SATURDAY,18,Y,1,0,,,XAP,Approved,-283,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,10,low_normal,POS mobile without interest,365243,-237,33,365243,365243,0
2586649,193083,Consumer loans,5761.575,106191,127215,0,106191,THURSDAY,11,Y,1,0,,,XAP,Approved,-1219,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,2200,Consumer electronics,24,low_action,POS household without interest,365243,-1188,-498,-498,-488,0
2451352,265459,Consumer loans,1604.565,27049.5,35617.5,0,27049.5,WEDNESDAY,13,Y,1,0,,,XAP,Approved,-212,Cash through the bank,XAP,Other_B,Repeater,Computers,POS,XNA,Country-wide,2200,Consumer electronics,24,low_action,POS household without interest,365243,-182,508,365243,365243,1
1911080,393335,Consumer loans,,84136.5,84136.5,,84136.5,MONDAY,12,Y,1,,,,XAP,Unused offer,-1072,Cash through the bank,CLIENT,"Spouse, partner",New,Computers,XNA,XNA,Country-wide,2200,Consumer electronics,,XNA,POS household with interest,,,,,,
2837252,369032,Consumer loans,27388.845,299070.135,299070,0.135,299070.135,SATURDAY,12,Y,1,4.92E-07,,,XAP,Approved,-408,Cash through the bank,XAP,,New,Furniture,POS,XNA,Country-wide,80,Furniture,12,low_action,POS industry without interest,365243,-370,-40,-40,-36,0
1632943,369032,Consumer loans,13695.075,303999.885,303997.5,2.385,303999.885,SATURDAY,12,Y,1,8.54E-06,,,XAP,Refused,-408,Cash through the bank,SCO,,New,Furniture,POS,XNA,Country-wide,80,Furniture,24,low_action,POS industry without interest,,,,,,
1059830,398596,Consumer loans,8623.71,128520,128520,0,128520,FRIDAY,10,Y,1,0,,,XAP,Approved,-122,Cash through the bank,XAP,,Repeater,Direct Sales,POS,XNA,Country-wide,15,MLM partners,18,low_normal,POS other with interest,365243,-89,421,365243,365243,0
1286103,382850,Consumer loans,11652.03,65677.5,62230.5,6570,65677.5,SATURDAY,10,Y,1,0.104001094,,,XAP,Approved,-343,Cash through the bank,XAP,,Repeater,Jewelry,POS,XNA,Country-wide,90,Jewelry,6,middle,POS others without interest,365243,-307,-157,-307,-300,0
1718201,134308,Consumer loans,13346.55,130185,130185,0,130185,SUNDAY,12,Y,1,0,,,XAP,Approved,-453,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Stone,200,Consumer electronics,12,middle,POS household with interest,365243,-379,-49,-379,-357,0
1878531,453020,Revolving loans,7875,0,157500,,,MONDAY,10,Y,1,,,,XAP,Refused,-382,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0,XNA,Card X-Sell,,,,,,
2372717,442004,Revolving loans,22500,0,450000,,,THURSDAY,9,N,1,,,,XAP,Refused,-541,XNA,HC,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),4,XNA,0,XNA,Card X-Sell,,,,,,
2822231,353329,Revolving loans,2250,45000,45000,0,45000,THURSDAY,12,Y,1,0,,,XAP,Approved,-406,XNA,XAP,Unaccompanied,New,XNA,Cards,walk-in,AP+ (Cash loan),4,XNA,0,XNA,Card Street,-406,-357,365243,365243,365243,0
2042407,355749,Cash loans,,0,0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-211,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1837253,333253,Revolving loans,6750,135000,135000,,135000,TUESDAY,12,Y,1,,,,XAP,Approved,-218,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
1068704,223763,Cash loans,56569.05,922500,922500,,922500,SATURDAY,7,Y,1,,,,XNA,Approved,-189,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-159,531,365243,365243,0
2094071,440578,Cash loans,,0,0,,,SUNDAY,10,Y,1,,,,XNA,Refused,-307,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2678349,447352,Cash loans,49640.85,454500,472500,,454500,TUESDAY,8,Y,1,,,,XNA,Approved,-383,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-353,-23,-143,-133,1
2020556,409738,Revolving loans,,0,0,,,THURSDAY,7,Y,1,,,,XAP,Canceled,-120,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2432323,188746,Cash loans,32852.295,450000,491580,,450000,FRIDAY,8,Y,1,,,,Repairs,Refused,-678,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24,middle,Cash Street: middle,,,,,,
2168759,188746,Cash loans,30202.785,337500,432891,,337500,MONDAY,12,Y,1,,,,XNA,Approved,-913,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,high,Cash X-Sell: high,365243,-883,-193,-193,-186,1
2551560,453578,Cash loans,12204.81,135000,152820,,135000,FRIDAY,16,Y,1,,,,Repairs,Refused,-458,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),100,XNA,24,high,Cash Street: high,,,,,,
1473548,249040,Consumer loans,2625.21,19755,19246.5,1975.5,19755,THURSDAY,16,Y,1,0.1013806,,,XAP,Refused,-1798,Cash through the bank,HC,Family,Repeater,Mobile,POS,XNA,Country-wide,89,Connectivity,10,high,POS mobile with interest,,,,,,
2002780,201341,Consumer loans,2825.28,19237.5,23544,0,19237.5,SUNDAY,13,Y,1,0,,,XAP,Approved,-813,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,100,Consumer electronics,10,middle,POS household with interest,365243,-782,-512,-512,-505,0
1240260,322376,Consumer loans,20229.435,98460,105606,0,98460,THURSDAY,15,Y,1,0,,,XAP,Approved,-114,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,200,Consumer electronics,6,middle,POS household with interest,365243,-83,67,365243,365243,0
1591465,313089,Consumer loans,7538.22,134100,102600,31500,134100,WEDNESDAY,11,Y,1,0.255826724,,,XAP,Approved,-1692,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,5,Furniture,18,middle,POS industry with interest,365243,-1659,-1149,-1149,-1142,0
1539555,374226,Consumer loans,6679.26,37800,37800,0,37800,THURSDAY,9,Y,1,0,,,XAP,Approved,-1780,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Country-wide,170,Furniture,6,low_normal,POS industry with interest,365243,-1741,-1591,-1591,-1588,0
1939750,316267,Cash loans,,0,0,,,FRIDAY,17,Y,1,,,,XNA,Canceled,-241,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1609195,281499,Cash loans,46686.375,675000,728460,,675000,FRIDAY,12,Y,1,,,,XNA,Approved,-17,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,,,,,,
2230827,403411,Cash loans,,0,0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-260,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1031754,409621,Consumer loans,7194.6,40455,35955,4500,40455,MONDAY,12,Y,1,0.121144706,,,XAP,Approved,-2256,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Stone,14,Connectivity,6,high,POS mobile with interest,365243,-2221,-2071,-2101,-2096,0
1430230,183107,Consumer loans,14584.095,79605,74889,15921,79605,THURSDAY,13,Y,1,0.190941706,,,XAP,Approved,-1457,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,50,Connectivity,6,high,POS mobile with interest,365243,-1420,-1270,-1270,-1265,0
1150436,352852,Consumer loans,11538.765,120150,120150,0,120150,SATURDAY,17,Y,1,0,,,XAP,Approved,-31,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,38,Furniture,12,low_normal,POS industry with interest,365243,365243,329,365243,365243,0
2148444,226407,Cash loans,33481.08,720000,781776,,720000,MONDAY,12,Y,1,,,,XNA,Approved,-893,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,30,low_normal,Cash Street: low,365243,-859,11,-19,-12,0
1200838,182058,Cash loans,28465.38,225000,239850,,225000,WEDNESDAY,14,Y,1,,,,Other,Approved,-512,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),-1,XNA,12,high,Cash Street: high,365243,-482,-152,-152,-144,1
2821345,322638,Consumer loans,12237.57,116059.5,114691.5,11700,116059.5,FRIDAY,13,Y,1,0.100816618,,,XAP,Approved,-1600,Cash through the bank,XAP,Children,New,Audio/Video,POS,XNA,Country-wide,1100,Consumer electronics,12,middle,POS household with interest,365243,-1569,-1239,-1239,-1234,0
2030743,152276,Consumer loans,,0,0,,,SATURDAY,15,Y,1,,,,XAP,Canceled,-419,XNA,XAP,,Repeater,XNA,XNA,XNA,Country-wide,1100,Consumer electronics,,XNA,POS household with interest,,,,,,
1077953,166979,Cash loans,12044.34,180000,203760,,180000,WEDNESDAY,10,Y,1,,,,XNA,Approved,-446,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,1100,Consumer electronics,24,middle,Cash X-Sell: middle,365243,-416,274,365243,365243,1
2827178,166979,Consumer loans,2126.88,15291,16636.5,0,15291,WEDNESDAY,10,Y,1,0,,,XAP,Refused,-446,Cash through the bank,HC,,Repeater,Consumer Electronics,POS,XNA,Country-wide,1100,Consumer electronics,10,middle,POS household with interest,,,,,,
2821347,346978,Consumer loans,4789.125,76747.5,103410,0,76747.5,SATURDAY,11,Y,1,0,,,XAP,Approved,-909,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,1100,Consumer electronics,24,low_action,POS household without interest,365243,-878,-188,-248,-243,0
1846747,158353,Consumer loans,2474.775,24750,22275,2475,24750,THURSDAY,10,Y,1,0.108909091,,,XAP,Approved,-1782,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,70,Furniture,10,low_normal,POS industry with interest,365243,-1748,-1478,-1478,-1471,0
1168765,113905,Revolving loans,11250,225000,225000,,225000,TUESDAY,18,Y,1,,,,XAP,Refused,-639,XNA,LIMIT,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,,,,,,
1322698,164775,Cash loans,43565.625,562500,562500,,562500,WEDNESDAY,17,Y,1,,,,XNA,Approved,-834,XNA,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Contact center,-1,XNA,18,middle,Cash X-Sell: middle,365243,-803,-293,-293,-291,0
1329642,331246,Cash loans,22250.205,202500,215865,,202500,MONDAY,12,Y,1,,,,XNA,Approved,-476,XNA,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-446,-116,-116,-113,1
2523790,233933,Revolving loans,22500,0,450000,,,MONDAY,18,Y,1,,,,XAP,Approved,-793,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-792,-745,365243,365243,365243,0
1281857,393892,Cash loans,30281.04,679500,760225.5,,679500,THURSDAY,15,Y,1,,,,XNA,Approved,-155,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-125,925,365243,365243,1
2030647,291181,Cash loans,,0,0,,,TUESDAY,14,Y,1,,,,XNA,Canceled,-291,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1933042,399314,Cash loans,45817.83,1134000,1232793,,1134000,SATURDAY,15,Y,1,,,,XNA,Refused,-320,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_action,Cash X-Sell: low,,,,,,
1975889,412857,Cash loans,30633.525,436500,476833.5,,436500,SATURDAY,10,Y,1,,,,XNA,Approved,-381,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-351,339,-51,-44,1
1247666,293575,Revolving loans,2250,135000,45000,,135000,WEDNESDAY,16,N,0,,,,XAP,Refused,-319,XNA,XNA,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card Street,,,,,,
1726769,247784,Consumer loans,9858.735,44460,35568,8892,44460,FRIDAY,18,Y,1,0.217818182,,,XAP,Approved,-1172,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,4,high,POS mobile without interest,365243,-1134,-1044,-1134,-1128,0
2384013,184752,Cash loans,22609.17,270000,291919.5,,270000,WEDNESDAY,15,Y,1,,,,XNA,Approved,-667,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,770,Consumer electronics,18,middle,Cash X-Sell: middle,365243,-637,-127,-187,-180,1
1619781,406089,Consumer loans,17808.705,166050,160294.5,16605,166050,THURSDAY,14,Y,1,0.10222954,,,XAP,Approved,-1321,Cashless from the account of the employer,XAP,Unaccompanied,New,Computers,POS,XNA,Stone,10,Consumer electronics,10,low_normal,POS household with interest,365243,-1284,-1014,-1014,-1010,0
1089746,168349,Consumer loans,,56155.5,56155.5,0,56155.5,SATURDAY,19,Y,1,0,,,XAP,Refused,-1670,Cash through the bank,XNA,,Repeater,Computers,XNA,XNA,Country-wide,43,Connectivity,,XNA,POS mobile with interest,,,,,,
2178829,115553,Cash loans,10332.18,135000,152820,0,135000,THURSDAY,16,Y,1,0,,,XNA,Approved,-2202,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24,high,Cash Street: high,365243,-2172,-1482,-1482,-1478,1
1235650,225840,Consumer loans,10974.735,167400,167400,0,167400,SATURDAY,16,Y,1,0,,,XAP,Approved,-931,XNA,XAP,Unaccompanied,New,Medical Supplies,POS,XNA,Stone,240,Industry,18,low_normal,POS industry with interest,365243,-896,-386,-446,-440,0
2446073,112486,Consumer loans,16462.035,181260,181260,0,181260,SUNDAY,20,Y,1,0,,,XAP,Approved,-739,XNA,XAP,,Repeater,Medical Supplies,POS,XNA,Stone,240,Industry,12,low_action,POS industry without interest,365243,-704,-374,-524,-522,0
2476029,392787,Revolving loans,2250,45000,45000,,45000,THURSDAY,11,Y,1,,,,XAP,Approved,-257,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,2775,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
1184901,279613,Consumer loans,2881.755,63967.5,63967.5,0,63967.5,SUNDAY,13,Y,1,0,,,XAP,Approved,-255,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,2775,Consumer electronics,24,low_action,POS household without interest,365243,-223,467,365243,365243,0
2391708,283089,Consumer loans,8443.665,48276,47623.5,2898,48276,SATURDAY,9,Y,1,0.062472125,,,XAP,Approved,-2634,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,2775,Consumer electronics,6,low_normal,POS household without interest,365243,-2602,-2452,-2452,-2437,1
1398309,414520,Consumer loans,,119097,119097,0,119097,WEDNESDAY,17,Y,1,0,,,XAP,Refused,-311,Cash through the bank,SCO,,Repeater,Mobile,XNA,XNA,Country-wide,40,Connectivity,,XNA,POS mobile with interest,,,,,,
2114694,298834,Cash loans,,0,0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-490,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),21,XNA,,XNA,Cash,,,,,,
2534985,132771,Revolving loans,16875,337500,337500,,337500,FRIDAY,10,Y,1,,,,XAP,Refused,-459,XNA,VERIF,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),3,XNA,0,XNA,Card Street,,,,,,
2686299,379883,Cash loans,18274.545,180000,197820,,180000,TUESDAY,13,Y,1,,,,Repairs,Refused,-613,Cash through the bank,HC,,Refreshed,XNA,Cash,walk-in,Country-wide,15,Connectivity,18,high,Cash Street: high,,,,,,
1522555,288623,Consumer loans,11497.275,80640,41917.5,40320,80640,WEDNESDAY,11,Y,1,0.533967417,,,XAP,Approved,-72,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Stone,7,Consumer electronics,4,middle,POS household with interest,365243,365243,67,365243,365243,0
1490012,406968,Consumer loans,15867.9,67500,60750,6750,67500,SUNDAY,15,Y,1,0.108909091,,,XAP,Approved,-1173,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,595,Clothing,4,low_normal,POS industry with interest,365243,-1140,-1050,-1050,-1038,0
1028376,403744,Cash loans,16591.5,135000,135000,0,135000,SATURDAY,16,Y,1,0,,,XNA,Approved,-2919,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,10,middle,Cash Street: middle,365243,-2889,-2619,-2679,-2673,0
1674956,188559,Consumer loans,20023.245,182029.5,182029.5,0,182029.5,SATURDAY,15,Y,1,0,,,XAP,Approved,-496,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,148,Furniture,10,low_normal,POS industry with interest,365243,-465,-195,-195,-187,0
2040411,413880,Consumer loans,13799.835,83250,89109,0,83250,FRIDAY,15,Y,1,0,,,XAP,Approved,-1190,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,50,Clothing,8,high,POS industry with interest,365243,-1159,-949,-949,-942,0
1140768,201027,Consumer loans,,65609.64,65609.64,0,65609.64,FRIDAY,15,Y,1,0,,,XAP,Unused offer,-1987,Cash through the bank,CLIENT,"Spouse, partner",Repeater,Consumer Electronics,XNA,XNA,Country-wide,820,Consumer electronics,,XNA,POS household with interest,,,,,,
2578630,452101,Consumer loans,5811.57,44550,48226.5,0,44550,THURSDAY,9,Y,1,0,,,XAP,Approved,-1666,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Country-wide,998,Furniture,10,middle,POS other with interest,365243,-1635,-1365,-1395,-1389,0
1273877,220694,Consumer loans,,34245,34245,0,34245,SATURDAY,15,Y,1,0,,,XAP,Unused offer,-1273,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,45,Connectivity,,XNA,POS mobile with interest,,,,,,
1021547,311296,Cash loans,,0,0,,,SATURDAY,16,Y,1,,,,XNA,Refused,-285,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2398626,138429,Cash loans,,0,0,,,WEDNESDAY,13,Y,1,,,,XNA,Canceled,-126,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2017734,346939,Consumer loans,77670.135,2448000,1958400,489600,2448000,THURSDAY,17,Y,1,0.217818182,,,XAP,Refused,-43,Cash through the bank,LIMIT,Unaccompanied,Repeater,Vehicles,POS,XNA,Stone,25,Auto technology,36,low_normal,POS other with interest,,,,,,
2306875,358645,Consumer loans,22194.405,512100,512100,0,512100,FRIDAY,11,Y,1,0,,,XAP,Approved,-691,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,750,Clothing,30,low_normal,POS industry with interest,365243,-660,210,-180,-178,0
1332623,314709,Consumer loans,9250.065,43915.5,46089,0,43915.5,MONDAY,9,Y,1,0,,,XAP,Approved,-2734,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6,high,POS mobile with interest,365243,-2703,-2553,-2553,-2546,1
1897773,146284,Consumer loans,20575.935,191655,185202,19165.5,191655,SATURDAY,12,Y,1,0.102134497,,,XAP,Approved,-2442,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Regional / Local,130,Consumer electronics,10,low_normal,POS household with interest,365243,-2411,-2141,-2141,-2133,1
